sentence,label,agreement
They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .,neutral,AllAgree
This amount will not be included in the pensionable salary .,neutral,AllAgree
This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights .,neutral,AllAgree
This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,neutral,AllAgree
This includes a EUR 39.5 mn change in the fair value of investment properties .,neutral,AllAgree
"This will be done domestically and in neighboring markets , both organically and through acquisitions .",neutral,75Agree
This would be a huge process .,neutral,75Agree
"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market .",neutral,AllAgree
"Tiimari 's registered share capital is 16,474,755 shares as per today .",neutral,AllAgree
"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",neutral,AllAgree
TN means that the handset supports TeliaSonera 's Telia Navigator global positioning system service .,neutral,50Agree
"treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries .",neutral,AllAgree
Two of these contracts are for turntable anode vibrocompactors that will be delivered to Gansu Hualu Aluminum Co Ltd and another unnamed costumer .,neutral,75Agree
"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .",neutral,AllAgree
"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax .",neutral,AllAgree
"Uncertainties still exist , however .",neutral,75Agree
"Under the contract , Ericsson will more than double the number of radio base stations in the Elisa network over the coming year .",neutral,50Agree
"Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock .",neutral,AllAgree
"Under the plan , which CSES worked out together with Public Policy Management Institute ( PPMI ) and other partners , buildings with a total area of 10,000 square meters should be built on the territory in the first phase .",neutral,75Agree
Unilever 's Turun Sinappi that is made in Sweden holds 40 % of the market .,neutral,75Agree
"UPM is talking to Myllykoski+ó s creditor banks -- Nordea ( STO : NDA ) , Nordic Investment Bank and Danske Bank+ó s ( CPH : DANSKE ) Sampo Bank -- over a deal , the paper said .",neutral,75Agree
UPM 's aim is to secure Botnia 's strategic development and investments .,neutral,50Agree
"Upon completion of these transactions , Metso 's stake will amount to more than 60 % .",neutral,75Agree
Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,neutral,AllAgree
"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",neutral,AllAgree
"Vaisala 's Present Weather Detector measures visibility up to 20 km , as well as precipitation type and intensity .",neutral,AllAgree
"Water Treatment Products In Australia Today , Global Research & Data Services is going to publish a market analysis about the market for chemical water treatment products in Australia .",neutral,AllAgree
We are now taking Marimekko there on a distinctly more significant scale .,neutral,75Agree
What we think ?,neutral,AllAgree
"When the negotiations were started , Neste Oil anticipated that 450 people would be affected .",neutral,75Agree
"When the product is manufactured in Finland , it is also packed in the country .",neutral,AllAgree
Why not give your bedroom a cool makeover for summer .,neutral,AllAgree
"Virala Oy Ab was allocated by the Board of Directors an amount of EUR 1,9 million which is EUR 0,25 million lower than maximum announced on 12/30/2010 .",neutral,66Agree
"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",neutral,AllAgree
"With sales of $ 12.7 billion over the last twelve months ending October , 2010 and over 9,200 stores in 35 states , Dollar General is the nation 's largest small box discount retailer .",neutral,75Agree
"With this , the company will exit the contract manufacturing service segment .",neutral,AllAgree
"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",neutral,75Agree
"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .",neutral,AllAgree
"YIT acquired investment rights to a 10,000 square metre residential project in Yaroslavl and to a 16,400 square metre project in Moscow .",neutral,75Agree
YIT Kausta will build commercial and residential highrises in Virsuliskes area .,neutral,66Agree
You 're not alone .,neutral,75Agree
"---------------------------------------------------------------------- -------------- Munich , 14 January 2008 : BAVARIA Industriekapital AG closed the acquisition of Elcoteq Communications Technology GmbH in Offenburg , Germany , with the approval of the",neutral,75Agree
- Cash flow from operating activities before investments was EUR 0.8 -1.2 million .,neutral,AllAgree
-- Christine Idzelis EQT Partners sheds Salcomp Swedish financial investor EQT Partners is selling a majority of its stake in mobile phone charger manufacturer Salcomp Oyj to Nordic investment company Nordstjernan AB .,neutral,50Agree
- Profit before taxes was EUR 105.9 82.7 million .,neutral,AllAgree
"- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million .",neutral,AllAgree
"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .",neutral,75Agree
The company continued the development of a fully human antibody in its VAP-1 antibody program .,neutral,AllAgree
The profit after taxes was EUR 57.7 11.1 million .,neutral,AllAgree
`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,neutral,75Agree
`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .,neutral,66Agree
`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,neutral,AllAgree
"`` Over the years , the color orange has become synonymous with quality .",neutral,AllAgree
"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said .",neutral,AllAgree
"`` This agreement is a direct result of LCC 's strategy and plan that was announced earlier this year , '' said Dean Douglas , LCC 's chief executive officer .",neutral,50Agree
`` This could be us .,neutral,AllAgree
`` We are selling an information systems development business to the Finns .,neutral,AllAgree
"`` We have a group of 120 volunteers made up of Digicel employees who will manage the distribution ... Over the next week , they will distribute the 19,000 tents to more than 150 organizations , '' Digicel Haiti CEO Maarten Boute said .",neutral,75Agree
"`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said .",neutral,AllAgree
1 April 2011 - Finnish machinery rental company Ramirent Oyj HEL : RMR1V said today it has acquired the assets of sector player Stavebni Doprava a Mechanizace SDM in the Czech Republic for an undisclosed sum .,neutral,66Agree
18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .,negative,66Agree
7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,positive,66Agree
"8,600 m , and at the time of investment it is fully leased to several tenants .",neutral,AllAgree
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,neutral,AllAgree
A profit is still on target .,positive,50Agree
A spokeswoman for the Italian fashion house declined comment on the settlement .,neutral,50Agree
"A total EUR73 .7 m will be provided as secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Bank AB STO : NDA , and Sampo Bank HEL : SAMAS .",neutral,66Agree
A total of 140 jobs will be reduced at the Raahe Steel Works .,negative,66Agree
"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",neutral,AllAgree
"A total six of the polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' .",neutral,66Agree
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,neutral,AllAgree
"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",positive,75Agree
"According to Finnish financial services group Sampo 's CEO , Bj+Ârn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .",neutral,75Agree
"According to Finnish L+ñnnen Tehtaat 's CEO Matti Karppinen , now that L+ñnnen Tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions .",neutral,66Agree
"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .",neutral,AllAgree
"Finnish property investment company Citycon will expand and refurbish +àkersberga shopping center in Stockholm , in Sweden .",neutral,75Agree
"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .",neutral,AllAgree
"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent .",neutral,75Agree
"After the transaction , Danske Bank becomes an equal player with Nordic bank group Nordea in the Nordic countries .",neutral,50Agree
"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",neutral,66Agree
"Ahlstrom Corporation Seppo Parvi , CFO Distribution : Main media www.ahlstrom.com Ahlstrom in brief Ahlstrom is a global leader in the development , manufacture and marketing of high performance nonwovens and specialty papers .",neutral,66Agree
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 7.2.2007 at 10.30 A total of 56,955 new shares of Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 .",neutral,75Agree
"Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program .",neutral,AllAgree
"ALEXANDRIA , Va. , March 20 -- Patrik Flykt and Timo Alakoski , both of Helsinki , Finland , and Tapio Suihko and Nadarajah Asokan , both of Espoo , Finland , have developed a method of mobility support of Internet-type protocol traffic in a communication system .",neutral,75Agree
"ALEXANDRIA , Va. , Nov. 19 -- Erkki Aho , Elimaki , Finland , has developed a method and apparatus in conjunction with a shoe press .",neutral,75Agree
"ALEXANDRIA , Va. , Nov. 5 -- Risto Kontturi of Rajamaki , Finland , and Jari Ylinen of Hyvinkaa , Finland , have developed an automated transportation system with a user-controlled transport selection .",neutral,66Agree
All depends on financing .,neutral,AllAgree
Almost two thirds of Olvi 's net sales come from outside Finland .,neutral,AllAgree
Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .,neutral,AllAgree
"Among paper issues , Stora Enso R was little changed -- up 0.08 pct at 12.03 eur , UPM-Kymmene was 0.48 pct higher at 18.77 eur and M-real B added 0.50 pct to 3.99 eur .",neutral,50Agree
An Android app will be coming soon .,neutral,50Agree
An Apple spokeswoman said the company declined to comment .,neutral,75Agree
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,neutral,AllAgree
Around 250 of these reductions will be implemented through pension arrangements .,neutral,75Agree
Around 50 percent of the world 's ro-ro fleet is over 25 years old and needs to be scrapped for environmental reasons .,neutral,66Agree
As a consequence of the merger the number of administration personnel at the factories will be reduced by six .,neutral,50Agree
"As a result , the number of personnel in Finland will be reduced by 158 .",neutral,66Agree
As a result some 20 persons will no longer be needed .,negative,66Agree
"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat .",neutral,AllAgree
"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .",positive,66Agree
Aspo 's Group structure and business operations are developed persistently without any predefined schedules .,neutral,66Agree
"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .",neutral,AllAgree
"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million .",neutral,AllAgree
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",negative,66Agree
BM4 middle layer headbox will be equipped with a dilution control system .,neutral,AllAgree
Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .,neutral,AllAgree
"By the end of 2006 , the number of joint branch offices will total 170 .",neutral,AllAgree
Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,neutral,AllAgree
"CapMan , the Stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector .",neutral,66Agree
Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .,neutral,AllAgree
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 11,000 people .",neutral,AllAgree
Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,neutral,AllAgree
"Citigroup , Inc NYSE : C , Deutsche Bank NYSE : DB and Pohjola Bank are lead managers for the sale .",neutral,75Agree
Coffee will be served starting at 14:30 EET as well as after the event .,neutral,AllAgree
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,neutral,AllAgree
"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows .",neutral,75Agree
"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?",neutral,AllAgree
"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .",positive,66Agree
"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007 .",neutral,AllAgree
Componenta will also offer a five-year subordinated loan for subscription by the public .,neutral,66Agree
CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental .,neutral,AllAgree
Curators have divided their material into eight themes .,neutral,AllAgree
"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market .",neutral,AllAgree
"Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes .",neutral,AllAgree
Currently Alfred A Palmberg is putting the finishing touches to one of Finland 's biggest ever re-plumbing and bathroom refurbishment projects also in the district of Vuosaari .,neutral,75Agree
"Currently Glaston employs approximately 1,500 persons .",neutral,AllAgree
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",neutral,AllAgree
Customers include hotels and restaurants as well as wholesalers and some retailers .,neutral,AllAgree
"Customers wave cards in front of the reader to make payments , similar to `` touch and go '' cards used in transport systems .",neutral,AllAgree
Deliveries will start in the second half of 2007 and the start-up of the mill is scheduled for 2008 .,neutral,75Agree
Delivery is expected to take place later this month .,neutral,AllAgree
"Deutsche Beteiligungs , as well as a private equity fund it manages , first bought 75 % of MCE in a secondary buyout from White Plains , N.Y. , financial investor Andlinger & Co. in 2007 .",neutral,50Agree
Earnings per share EPS in 2005 amounted to a loss of EUR1 .26 .,neutral,66Agree
Earnings per share EPS in the first quarter amounted to a loss of EUR0 .20 .,neutral,66Agree
"Economic development in China is no longer taking place only on the East coast and in the Shanghai area , Vauramo says .",neutral,75Agree
"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .",neutral,AllAgree
"Elcoteq 's global service offering covers the entire lifecycle of products , from product development to after-market services .",neutral,75Agree
"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",neutral,AllAgree
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn .",neutral,AllAgree
"Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital .",neutral,AllAgree
EUR 152.4 mn of this was net interest income .,neutral,AllAgree
"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .",neutral,AllAgree
Financing of the project will come mainly from China .,neutral,AllAgree
Finnish construction company YIT HEL : YTY1V said it had agreed to take over German facility engineering and facility systems firm Caverion for EUR73m USD90 .3 m .,neutral,50Agree
Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .,neutral,75Agree
"Finnish Neste Oil that was previously on the list , has fallen off the list completely .",neutral,75Agree
Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V said on Wednesday 17 September that it will invest EUR6m in its sensor wafer business during 2009 .,neutral,AllAgree
"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business .",neutral,75Agree
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,negative,66Agree
"FL Group 's private equity division manages all operating companies , including Icelandair Group , FL Travel Group , Bluebird and Sterling .",neutral,AllAgree
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .",neutral,AllAgree
"Following the transaction , Tulikivi restructured its operations into the Soapstone Fireplaces Business , Natural Stone Product Business and Ceramic Products Business units .",neutral,75Agree
"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece .",neutral,AllAgree
"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",neutral,AllAgree
Fortum is now considering taking part in nuclear energy projects outside of Finland .,neutral,66Agree
"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .",neutral,AllAgree
"Garmin fell 4.5 percent to $ 34.53 at 1:33 p.m. in New York , while Google slid 0.7 percent at $ 576.50 .",neutral,50Agree
GE is building the facility with wind power developer Invenergy Wind LLC .,neutral,75Agree
"Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company .",neutral,75Agree
Group net sales in the third quarter of 2007 totaled EUR 142.3 mn and operating profit EUR 4.3 mn .,neutral,AllAgree
"GS Engineering will install the valves at a liquefied natural gas LNG plant it has built for UAE LNG extraction and gas plants operator GASCO in Ruwais , UAE .",neutral,75Agree
"GUANGDONG , October 26 , SinoCast -- Nokia Telecommunications Dongguan branch entered into a letter of intent to open a Nokia Class in Qingyuan Polytechnic , Qingyuan City of Guangdong Province .",neutral,75Agree
"He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations .",neutral,AllAgree
High winds also toppled three semi-trailers on I-15 north of Barstow .,neutral,75Agree
HK Ruokatalo 's target is to know the consumers .,neutral,AllAgree
"However , the production is almost entirely very labor intensive and based on small investments only .",neutral,66Agree
"In 2006 , the company intends to invest significantly in expanding its distribution and maintenance network .",positive,50Agree
"In 2007 , Etteplan had turnover of EUR125 .2 m.",neutral,AllAgree
"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .",neutral,AllAgree
In 2007 Etteplan reported a turnover of EUR125 .2 m.,neutral,AllAgree
"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",neutral,AllAgree
In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,neutral,AllAgree
"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",neutral,AllAgree
"In addition , the company is considering the start of production in Russia .",neutral,AllAgree
"In addition , the company will reduce a maximum of ten jobs .",negative,50Agree
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",neutral,AllAgree
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",neutral,AllAgree
"In addition to Russia , we now seek additional growth in Ukraine .",positive,66Agree
"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",neutral,66Agree
"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .",neutral,AllAgree
"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",neutral,75Agree
"In banking , Sampo A was unchanged at 14.24 eur and Nordea rose 0.42 pct to 9.51 eur .",positive,50Agree
"In Finland , Alma Media will focus on quality and developing chain operations .",neutral,75Agree
"In Finland , the five largest brands control 90 % of the beer market .",neutral,AllAgree
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,negative,66Agree
In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co. .,neutral,AllAgree
"In November , the Finnish government decreased its ownership in the company further to 31.1 percent from 38 percent .",neutral,66Agree
In Sweden the agreement covers data communication services as well .,neutral,75Agree
"In the automobile space , Maruti is the most searched brand in cars .",neutral,50Agree
"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week .",positive,66Agree
"In the beginning of the negotiations , the estimated number of reductions was 50 at the maximum .",neutral,66Agree
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",neutral,AllAgree
"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",neutral,AllAgree
"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",neutral,AllAgree
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , is acquiring the manufacturing unit of the TVS Electronic Ltd at Tumkur , near Bangalore , for Rs40 crore .",neutral,75Agree
Inha Works has invested in its product development and market research .,neutral,66Agree
"It grew in Finland , Norway , Denmark and the Baltic countries .",neutral,75Agree
It includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .,neutral,75Agree
"It is being developed by Symbian , the software licensing consortium led by Nokia .",neutral,AllAgree
It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007 .,neutral,AllAgree
"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights .",neutral,AllAgree
It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .,neutral,AllAgree
"Karachi , Sept. 14 -- Ixonos , a world leader in the development and integration of solutions for handheld devices , announced that it is implementing a touch screen mobile user interface solution for the Intel Atom processor Z6xx based smartphones .",neutral,75Agree
"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",negative,66Agree
L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .,neutral,75Agree
"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years .",neutral,66Agree
"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas .",neutral,AllAgree
Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .,positive,66Agree
Lemcon has also signed a pre-contract for the purchase of the park 's entire 130-hectare site .,positive,50Agree
"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories .",neutral,AllAgree
"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations .",neutral,75Agree
"ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finans",neutral,AllAgree
M+ñkel+ñ is demanding a new Board for the company as well as discussions on the merger of Alma media and media company Talentum .,neutral,75Agree
Marathon estimates the value of its remaining stake in Protalix at $ 27 million .,neutral,AllAgree
Margin call of Zanadvorov has given the chance to make such purchase under the credit of Deutsche Bank for USD 560 million .,neutral,75Agree
Marimekko is considering further measures in the matter .,neutral,AllAgree
Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia .,neutral,75Agree
"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .",neutral,AllAgree
"Moreover , Konecranes and Kito intend to transfer the hoist distribution business of Konecranes ' Japanese joint venture MHS Konecranes to Kito .",neutral,75Agree
"Most of the growth in beer consumption took place in the Far East , Latin America and Africa .",neutral,75Agree
"Most of the new substations support EDGE technology , which enables faster data traffic .",neutral,50Agree
"Most recently , he founded Virent Energy Systems , Inc. , an 80 person catalytic biofuels company , where , as president and CEO , he led the company through multiple financings , defined the company 's market strategy , and secured the company 's first customers .",neutral,75Agree
"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .",neutral,AllAgree
"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share .",neutral,AllAgree
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .,neutral,AllAgree
Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. .,neutral,AllAgree
Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 .,neutral,AllAgree
Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .,neutral,AllAgree
"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results .",neutral,AllAgree
"M-real Corporation Stock Exchange Announcement 29 September 2006 at 4.15 p.m. Kyro Corporation and M-real Corporation , a Metsaliitto Group subsidiary , have agreed on an arrangement which gives M-real option to purchase the Kyroskoski natural gas powerplant from Kyro .",neutral,66Agree
M-real plans to discontinue production of standard coated fine paper in the Hallein and Gohrsm++hle mills .,neutral,50Agree
Neste Oil will offer outplacement services to the 111 employees to be reduced .,neutral,66Agree
News Corp. 's MySpace.com Web site will display submissions for the expanded Broadband Emmy Awards as part of an effort to identify aspiring video artists .,neutral,75Agree
Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .,neutral,66Agree
No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .,neutral,AllAgree
No financial details of the deployment were disclosed .,neutral,AllAgree
No financial or pricing details were disclosed .,neutral,AllAgree
No planned closing date was provided .,neutral,AllAgree
No service pricing details were disclosed .,neutral,AllAgree
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",neutral,AllAgree
Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .,neutral,75Agree
Nordea will coordinate the syndicated loan .,neutral,75Agree
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,neutral,AllAgree
N-Viro operates processing facilities independently as well as in partnership with municipalities .,neutral,AllAgree
"Okmetic has a global customer base and sales network , production plants in Finland and the US and contract manufacturers in Japan and China .",neutral,75Agree
"On preliminary estimate , the hotel will operate under the brand Novotel .",neutral,AllAgree
One of the largest projects of the magazine division of SanomaWSOY - Sanoma Magazines International in 2006 became launch of the Russian magazine Gloriya .,neutral,75Agree
"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",neutral,AllAgree
OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .,neutral,75Agree
"Our customers include companies in the energy and process industry sectors , in particular .",neutral,AllAgree
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",neutral,AllAgree
"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day .",neutral,AllAgree
"OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake .",neutral,75Agree
"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 .",neutral,AllAgree
"Panostaja Plc today acquired the entire share capital of Suomen Graafiset Palvelut Ltd , a provider of printing services .",neutral,50Agree
"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",neutral,75Agree
